Date/Time,Homescreen; Z; PS1000-4; Chamber Temp #1(°C),Homescreen; Z; PS1000-4; Chamber Temp #2(°C),Homescreen; Z; PS1000-4; Control Temperature(°C),Homescreen; Z; PS1000-4; Chamber Humidity #1(%Rh),Homescreen; Z; PS1000-4; Chamber Humidity #2(%Rh),Homescreen; Z; PS1000-4; Control Humidity(%Rh),Homescreen; Z; PS1000-4; IO[A]; LED 1 Temperature(°C),Homescreen; Z; PS1000-4; IO[A]; LED 2 Temperature(°C),Homescreen; Z; PS1000-4; IO[A]; LED 3 Temperature(°C),Homescreen; Z; PS1000-4; Vapor Press Deficit(mb),Homescreen; Z; PS1000-4; Chamber PAR Level(µmol),Homescreen; Z; PS1000-4; IO[C]; Chamber CO2 Reading(ppm),Homescreen; Z; PS1000-4; IO[A]; LED RECIRC IN(°C),Homescreen; Z; PS1000-4; IO[B]; LED RECIRC OUT(°C),Homescreen; Z; PS1000-4; IO[C]; CO2 Flow Rate(mL/M),Homescreen; Z; PS1000-4; Time Above Threshold(0:00),Homescreen; Z; PS1000-4; Temperature Setpoint(°C),Homescreen; Z; PS1000-4; VPD Setpoint(mb),Homescreen; Z; PS1000-4; Current Program Number(N/A),Homescreen; Z; PS1000-4; CO2 Setpoint(ppm)
2023/07/12 06:01:00,20.28,19.96,20.28,68.80,70.70,68.80,20.68,20.73,20.73,7.41,2.0,465.0,22.53,22.59,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:02:00,19.91,19.63,19.91,69.30,71.10,69.30,20.60,20.65,20.66,7.14,2.0,466.0,22.53,22.59,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:03:00,19.56,19.30,19.56,69.80,71.50,69.80,20.52,20.58,20.57,6.86,2.0,466.0,22.58,22.59,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:04:00,19.30,19.04,19.30,70.50,72.10,70.50,20.47,20.51,20.51,6.61,2.0,466.0,22.58,22.59,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:05:00,19.45,19.14,19.45,70.60,72.20,70.60,20.55,20.55,20.57,6.63,2.0,467.0,22.58,22.64,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:06:00,19.93,19.56,19.93,70.10,71.70,70.10,20.67,20.67,20.68,6.96,2.0,465.0,22.62,22.64,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:07:00,20.44,20.03,20.44,69.30,71.00,69.30,20.78,20.78,20.79,7.37,2.0,467.0,22.63,22.64,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:08:00,20.73,20.32,20.73,68.60,70.40,68.60,20.82,20.81,20.84,7.68,2.0,466.0,22.63,22.64,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:09:00,20.59,20.23,20.59,68.50,70.40,68.50,20.75,20.80,20.81,7.63,2.0,466.0,22.64,22.67,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:10:00,20.25,19.93,20.25,68.80,70.60,68.80,20.69,20.74,20.73,7.41,2.0,466.0,22.68,22.69,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:11:00,19.86,19.60,19.86,69.30,71.00,69.30,20.61,20.66,20.66,7.12,2.0,467.0,22.68,22.69,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:12:00,19.51,19.27,19.51,69.80,71.40,69.80,20.52,20.58,20.57,6.86,2.0,467.0,22.68,22.69,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:13:00,19.28,19.04,19.28,70.20,71.80,70.20,20.48,20.51,20.54,6.66,2.0,468.0,22.69,22.70,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:14:00,19.49,19.18,19.49,70.10,71.70,70.10,20.58,20.57,20.59,6.76,2.0,468.0,22.73,22.74,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:15:00,19.97,19.60,19.97,69.60,71.10,69.60,20.68,20.69,20.69,7.09,2.0,468.0,22.73,22.74,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:16:00,20.44,20.03,20.44,68.80,70.50,68.80,20.78,20.79,20.79,7.50,2.0,467.0,22.73,22.74,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:17:00,20.70,20.29,20.70,68.20,70.00,68.20,20.82,20.81,20.84,7.77,2.0,468.0,22.73,22.74,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:18:00,20.55,20.19,20.55,68.10,70.00,68.10,20.75,20.80,20.81,7.71,2.0,468.0,22.78,22.75,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:19:00,20.21,19.89,20.21,68.50,70.40,68.50,20.68,20.73,20.73,7.46,2.0,469.0,22.78,22.79,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:20:00,19.82,19.55,19.82,69.00,70.70,69.00,20.60,20.65,20.65,7.17,2.0,469.0,22.78,22.79,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:21:00,19.47,19.22,19.47,69.40,71.10,69.40,20.50,20.57,20.56,6.92,2.0,468.0,22.78,22.79,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:22:00,19.26,19.00,19.26,69.90,71.60,69.90,20.48,20.51,20.54,6.71,2.0,470.0,22.81,22.79,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:23:00,19.50,19.18,19.50,69.90,71.50,69.90,20.57,20.57,20.59,6.82,2.0,469.0,22.83,22.79,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:24:00,19.98,19.60,19.98,69.30,70.90,69.30,20.68,20.68,20.69,7.17,2.0,469.0,22.83,22.81,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:25:00,20.45,20.03,20.45,68.60,70.30,68.60,20.78,20.78,20.80,7.54,2.0,469.0,22.83,22.84,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:26:00,20.69,20.28,20.69,68.00,69.80,68.00,20.81,20.81,20.84,7.82,2.0,470.0,22.83,22.84,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:27:00,20.54,20.17,20.54,67.90,69.80,67.90,20.75,20.79,20.80,7.75,2.0,470.0,22.84,22.84,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:28:00,20.18,19.87,20.18,68.30,70.10,68.30,20.67,20.72,20.72,7.49,2.0,470.0,22.88,22.84,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:29:00,19.80,19.53,19.80,68.80,70.50,68.80,20.59,20.64,20.64,7.20,2.0,470.0,22.88,22.84,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:30:00,19.45,19.20,19.45,69.30,71.00,69.30,20.49,20.55,20.56,6.94,2.0,471.0,22.88,22.84,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:31:00,19.27,19.00,19.27,69.80,71.40,69.80,20.48,20.51,20.54,6.74,2.0,471.0,22.88,22.88,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:32:00,19.56,19.22,19.56,69.70,71.30,69.70,20.59,20.58,20.59,6.89,2.0,471.0,22.88,22.89,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:33:00,20.04,19.65,20.04,69.10,70.80,69.10,20.69,20.69,20.70,7.24,2.0,471.0,22.88,22.89,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:34:00,20.49,20.06,20.49,68.40,70.20,68.40,20.79,20.79,20.78,7.61,2.0,471.0,22.90,22.89,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:35:00,20.68,20.25,20.68,67.90,69.80,67.90,20.80,20.81,20.79,7.83,2.0,470.0,22.93,22.89,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:36:00,20.48,20.10,20.48,67.90,69.90,67.90,20.73,20.78,20.78,7.74,2.0,472.0,22.93,22.89,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:37:00,20.11,19.80,20.11,68.30,70.20,68.30,20.65,20.70,20.71,7.45,2.0,472.0,22.93,22.89,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:38:00,19.73,19.46,19.73,68.90,70.70,68.90,20.56,20.62,20.62,7.16,2.0,472.0,22.93,22.89,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:39:00,19.39,19.13,19.39,69.30,71.10,69.30,20.48,20.53,20.55,6.90,2.0,472.0,22.93,22.90,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:40:00,19.30,19.01,19.30,69.80,71.40,69.80,20.50,20.52,20.54,6.76,2.0,473.0,22.93,22.94,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:41:00,19.63,19.30,19.63,69.60,71.20,69.60,20.61,20.60,20.61,6.94,2.0,472.0,22.94,22.94,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:42:00,20.11,19.73,20.11,68.90,70.60,68.90,20.72,20.71,20.72,7.31,2.0,473.0,22.98,22.94,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:43:00,20.54,20.13,20.54,68.30,70.00,68.30,20.81,20.80,20.82,7.67,2.0,472.0,22.98,22.94,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:44:00,20.70,20.29,20.70,67.80,69.70,67.80,20.81,20.81,20.84,7.85,2.0,473.0,22.98,22.94,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:45:00,20.47,20.12,20.47,68.00,69.90,68.00,20.74,20.78,20.78,7.70,2.0,473.0,22.98,22.94,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:46:00,20.10,19.81,20.10,68.50,70.30,68.50,20.66,20.71,20.71,7.41,2.0,473.0,22.98,22.94,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:47:00,19.72,19.46,19.72,69.00,70.70,69.00,20.57,20.63,20.62,7.12,2.0,474.0,22.98,22.98,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:48:00,19.39,19.14,19.39,69.50,71.20,69.50,20.49,20.54,20.55,6.87,2.0,475.0,23.02,22.99,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:49:00,19.31,19.03,19.31,69.90,71.50,69.90,20.50,20.52,20.54,6.74,2.0,474.0,23.03,22.99,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:50:00,19.65,19.31,19.65,69.80,71.40,69.80,20.61,20.61,20.62,6.91,2.0,474.0,23.15,22.79,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:51:00,20.13,19.74,20.13,70.40,72.10,70.40,20.78,20.71,20.73,6.97,2.0,473.0,22.77,18.11,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:52:00,20.59,20.18,20.59,71.30,73.10,71.30,21.23,20.80,20.83,6.96,2.0,473.0,21.98,14.73,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:53:00,20.76,20.37,20.76,70.20,72.10,70.20,21.29,20.81,20.83,7.30,2.0,474.0,21.95,14.76,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:54:00,20.53,20.20,20.53,69.10,71.00,69.10,21.13,20.79,20.79,7.45,2.0,474.0,22.01,14.93,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:55:00,20.16,19.88,20.16,69.00,70.90,69.00,20.98,20.72,20.74,7.32,2.0,475.0,22.03,15.24,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:56:00,19.80,19.53,19.80,69.30,71.00,69.30,20.86,20.64,20.67,7.08,2.0,475.0,22.08,15.67,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:57:00,19.46,19.21,19.46,69.60,71.30,69.60,20.74,20.56,20.60,6.86,2.0,476.0,22.08,16.20,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:58:00,19.28,19.00,19.28,70.10,71.70,70.10,20.69,20.51,20.54,6.68,2.0,476.0,22.08,16.81,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 06:59:00,19.51,19.19,19.51,70.10,71.70,70.10,20.77,20.57,20.61,6.78,2.0,477.0,22.08,17.38,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:00:00,19.94,19.58,19.94,69.60,71.20,69.60,20.85,20.67,20.71,7.08,2.0,476.0,22.08,17.91,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:01:00,20.37,19.98,20.37,69.00,70.60,69.00,20.92,20.77,20.81,7.41,2.0,476.0,22.08,18.43,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:02:00,20.66,20.26,20.66,68.40,70.20,68.40,20.93,20.81,20.84,7.70,2.0,476.0,22.08,18.89,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:03:00,20.57,20.20,20.57,68.30,70.20,68.30,20.88,20.80,20.84,7.67,2.0,475.0,22.06,19.27,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:04:00,20.25,19.93,20.25,68.50,70.40,68.50,20.79,20.73,20.78,7.47,2.0,476.0,22.03,19.60,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:05:00,19.89,19.60,19.89,68.90,70.70,68.90,20.70,20.65,20.70,7.21,2.0,476.0,22.01,19.88,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:06:00,19.53,19.27,19.53,69.20,71.00,69.20,20.60,20.57,20.61,6.98,2.0,478.0,21.98,20.14,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:07:00,19.29,19.00,19.29,69.60,71.30,69.60,20.54,20.51,20.54,6.79,2.0,477.0,21.98,20.37,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:08:00,19.43,19.11,19.43,69.70,71.30,69.70,20.63,20.54,20.60,6.84,2.0,477.0,21.96,20.58,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:09:00,19.86,19.49,19.86,69.20,70.80,69.20,20.73,20.65,20.69,7.13,2.0,477.0,21.93,20.75,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:10:00,20.30,19.90,20.30,68.60,70.30,68.60,20.83,20.75,20.79,7.48,2.0,477.0,21.93,20.90,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:11:00,20.63,20.22,20.63,67.90,69.70,67.90,20.88,20.81,20.84,7.80,2.0,477.0,21.93,21.04,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:12:00,20.59,20.21,20.59,67.90,69.90,67.90,20.83,20.81,20.84,7.78,2.0,478.0,21.93,21.15,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:13:00,20.32,19.98,20.32,69.40,71.30,69.40,20.76,20.75,20.78,7.30,2.0,478.0,21.93,21.26,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:14:00,20.00,19.70,20.00,70.70,72.60,70.70,20.70,20.69,20.72,6.84,2.0,478.0,21.93,21.36,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:15:00,19.70,19.43,19.70,71.70,73.40,71.70,20.62,20.62,20.66,6.49,2.0,478.0,21.93,21.44,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:16:00,19.43,19.18,19.43,72.30,74.10,72.30,20.54,20.54,20.59,6.25,2.0,478.0,21.93,21.52,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:17:00,19.37,19.09,19.37,72.80,74.50,72.80,20.55,20.52,20.59,6.12,2.0,478.0,21.93,21.58,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:18:00,19.68,19.36,19.68,72.60,74.20,72.60,20.66,20.61,20.65,6.28,2.0,478.0,21.93,21.65,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:19:00,20.16,19.80,20.16,72.00,73.60,72.00,20.77,20.72,20.75,6.62,2.0,478.0,21.93,21.71,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:20:00,20.58,20.22,20.58,71.40,73.00,71.40,20.87,20.82,20.84,6.92,2.0,478.0,21.93,21.76,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:21:00,20.74,20.38,20.74,71.10,72.80,71.10,20.87,20.86,20.84,7.08,2.0,479.0,21.93,21.81,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:22:00,20.56,20.24,20.56,71.30,73.10,71.30,20.81,20.82,20.84,6.95,2.0,479.0,21.94,21.85,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:23:00,20.26,19.99,20.26,71.70,73.40,71.70,20.75,20.75,20.78,6.73,2.0,479.0,21.98,21.90,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:24:00,19.94,19.70,19.94,72.10,73.80,72.10,20.68,20.69,20.72,6.50,2.0,479.0,21.98,21.94,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:25:00,19.65,19.43,19.65,72.50,74.20,72.50,20.61,20.63,20.65,6.29,2.0,478.0,21.98,21.97,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:26:00,19.40,19.19,19.40,72.90,74.50,72.90,20.54,20.57,20.57,6.10,2.0,480.0,22.03,22.01,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:27:00,19.37,19.13,19.37,73.20,74.80,73.20,20.55,20.56,20.56,6.02,2.0,479.0,22.03,22.04,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:28:00,19.72,19.41,19.72,72.80,74.30,72.80,20.66,20.63,20.66,6.25,2.0,480.0,22.05,22.08,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:29:00,20.18,19.84,20.18,72.10,73.60,72.10,20.77,20.74,20.76,6.60,2.0,480.0,22.08,22.10,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:30:00,20.60,20.22,20.60,71.20,72.90,71.20,20.86,20.83,20.84,6.97,2.0,480.0,22.08,22.14,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:31:00,20.72,20.36,20.72,70.80,72.60,70.80,20.86,20.86,20.84,7.14,2.0,480.0,22.10,22.16,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:32:00,20.52,20.20,20.52,70.80,72.70,70.80,20.79,20.80,20.82,7.05,2.0,480.0,22.13,22.19,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:33:00,20.19,19.92,20.19,71.20,73.00,71.20,20.72,20.74,20.76,6.82,2.0,480.0,22.13,22.21,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:34:00,19.89,19.62,19.89,71.60,73.40,71.60,20.65,20.68,20.68,6.59,2.0,482.0,22.16,22.24,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:35:00,19.59,19.34,19.59,71.90,73.60,71.90,20.57,20.61,20.61,6.40,2.0,481.0,22.18,22.25,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:36:00,19.35,19.10,19.35,72.30,74.00,72.30,20.49,20.54,20.55,6.22,2.0,481.0,22.18,22.29,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:37:00,19.39,19.11,19.39,72.50,74.10,72.50,20.54,20.54,20.56,6.19,2.0,482.0,22.21,22.29,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:38:00,19.79,19.46,19.79,72.10,73.70,72.10,20.67,20.65,20.66,6.43,2.0,481.0,22.23,22.33,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:39:00,20.28,19.91,20.28,71.50,73.10,71.50,20.78,20.76,20.78,6.78,2.0,481.0,22.25,22.34,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:40:00,20.67,20.29,20.67,70.80,72.50,70.80,20.83,20.85,20.84,7.10,2.0,481.0,22.28,22.36,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:41:00,20.69,20.35,20.69,70.60,72.40,70.60,20.82,20.85,20.84,7.17,2.0,481.0,22.28,22.39,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:42:00,20.45,20.14,20.45,70.80,72.70,70.80,20.76,20.79,20.81,7.01,2.0,482.0,22.28,22.39,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:43:00,20.12,19.86,20.12,71.40,73.10,71.40,20.70,20.73,20.74,6.74,2.0,482.0,22.33,22.39,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:44:00,19.80,19.57,19.80,71.80,73.50,71.80,20.63,20.67,20.67,6.50,2.0,482.0,22.33,22.44,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:45:00,19.51,19.30,19.51,72.30,73.90,72.30,20.55,20.59,20.61,6.28,2.0,483.0,22.33,22.44,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:46:00,19.30,19.09,19.30,72.80,74.40,72.80,20.48,20.56,20.54,6.09,2.0,484.0,22.37,22.44,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:47:00,19.44,19.18,19.44,72.00,73.50,72.00,20.56,20.57,20.58,6.32,2.0,483.0,22.38,22.46,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:48:00,19.85,19.52,19.85,69.50,71.00,69.50,20.67,20.66,20.67,7.05,2.0,483.0,22.39,22.49,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:49:00,20.28,19.91,20.28,67.70,69.30,67.70,20.76,20.75,20.77,7.67,2.0,484.0,22.43,22.49,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:50:00,20.59,20.20,20.59,66.70,68.40,66.70,20.82,20.81,20.83,8.07,2.0,484.0,22.43,22.49,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:51:00,20.58,20.20,20.58,68.20,70.10,68.20,20.79,20.81,20.83,7.69,2.0,485.0,22.43,22.53,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:52:00,20.35,20.02,20.35,71.20,73.10,71.20,20.73,20.76,20.78,6.88,2.0,484.0,22.48,22.54,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:53:00,20.09,19.79,20.09,73.40,75.20,73.40,20.69,20.72,20.73,6.26,2.0,483.0,22.48,22.54,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:54:00,19.83,19.58,19.83,73.80,75.60,73.80,20.64,20.67,20.67,6.05,2.0,483.0,22.48,22.54,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:55:00,19.53,19.30,19.53,69.80,71.50,69.80,20.53,20.58,20.58,6.85,2.0,486.0,22.49,22.56,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:56:00,19.20,18.99,19.20,67.50,69.10,67.50,20.44,20.51,20.50,7.22,2.0,486.0,22.53,22.59,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:57:00,19.29,19.01,19.29,66.80,68.20,66.80,20.53,20.53,20.53,7.43,2.0,485.0,22.53,22.59,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:58:00,19.72,19.36,19.72,65.80,67.30,65.80,20.64,20.62,20.63,7.85,2.0,486.0,22.53,22.59,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 07:59:00,20.21,19.80,20.21,65.90,67.50,65.90,20.75,20.72,20.74,8.07,2.0,487.0,22.57,22.61,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 08:00:00,20.67,20.22,20.67,68.80,70.60,68.80,20.83,20.82,20.83,7.60,2.0,486.0,22.58,22.64,0.0,2918.0,20.0,7.01,10.0,400.0
2023/07/12 08:01:00,20.84,20.37,20.84,70.10,72.40,70.10,20.83,20.86,20.84,7.35,25.0,485.0,22.58,22.64,0.0,2918.0,25.9,10.03,10.0,400.0
2023/07/12 08:02:00,20.96,20.42,20.96,63.50,65.80,63.50,20.97,21.00,20.94,9.05,30.0,486.0,22.59,22.64,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:03:00,21.46,20.84,21.46,60.40,62.40,60.40,21.20,21.38,21.12,10.12,30.0,487.0,22.63,22.64,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:04:00,22.08,21.38,22.08,59.00,61.10,59.00,21.41,21.81,21.29,10.90,30.0,487.0,22.63,22.65,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:05:00,22.68,21.93,22.68,59.80,62.10,59.80,21.62,22.25,21.46,11.08,30.0,485.0,22.63,22.69,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:06:00,23.30,22.52,23.30,63.90,66.60,63.90,21.86,22.73,21.66,10.30,30.0,483.0,22.68,22.69,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:07:00,23.92,23.16,23.92,67.20,69.90,67.20,22.14,23.22,21.88,9.74,30.0,482.0,22.68,22.71,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:08:00,24.51,23.77,24.51,69.10,71.70,69.10,22.42,23.69,22.10,9.51,30.0,480.0,22.68,22.74,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:09:00,25.04,24.35,25.04,70.10,72.70,70.10,22.72,24.16,22.32,9.49,29.0,480.0,22.69,22.74,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:10:00,25.53,24.89,25.53,70.70,73.10,70.70,23.00,24.63,22.54,9.59,29.0,479.0,22.73,22.74,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:11:00,25.97,25.39,25.97,71.00,73.30,71.00,23.28,25.09,22.78,9.72,29.0,478.0,22.73,22.77,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:12:00,26.37,25.85,26.37,71.30,73.40,71.30,23.56,25.52,23.01,9.86,29.0,476.0,22.73,22.79,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:13:00,26.75,26.26,26.75,71.40,73.40,71.40,23.83,25.94,23.19,10.04,29.0,475.0,22.74,22.79,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:14:00,27.10,26.64,27.10,71.50,73.40,71.50,24.12,26.36,23.42,10.23,29.0,475.0,22.78,22.82,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:15:00,27.37,26.98,27.37,71.50,73.30,71.50,24.38,26.76,23.63,10.38,29.0,475.0,22.78,22.84,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:16:00,27.61,27.27,27.61,71.50,73.20,71.50,24.64,27.14,23.81,10.53,29.0,474.0,22.78,22.84,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:17:00,27.75,27.47,27.75,71.60,73.10,71.60,24.85,27.47,23.99,10.58,29.0,474.0,22.78,22.88,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:18:00,27.71,27.49,27.71,71.90,73.30,71.90,24.98,27.72,24.10,10.44,29.0,473.0,22.83,22.89,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:19:00,27.45,27.31,27.45,72.30,73.60,72.30,25.06,27.90,24.17,10.13,29.0,473.0,22.83,22.89,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:20:00,27.10,27.01,27.10,72.90,74.10,72.90,25.12,28.06,24.24,9.73,29.0,473.0,22.83,22.94,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:21:00,26.75,26.70,26.75,73.40,74.50,73.40,25.16,28.20,24.31,9.34,28.0,473.0,22.83,22.94,0.0,2918.0,26.0,10.08,10.0,400.0
2023/07/12 08:22:00,26.45,26.43,26.45,72.30,73.40,72.30,25.23,28.33,24.39,9.55,28.0,473.0,22.83,22.94,0.0,2918.0,26.0,10.08,10.0,400.0
